['ticks_us','SGP30_ETOH_RAW', 'RH', 'T', 'SGP30_TVOC', 'SGP30_H2_RAW', 'mac', 'payload_version', 'SGP30_CO2EQ']
1581931446 17787 20.9 36.3 14 13499 240ac48e2ac0 99 447
1582931302 17788 21.2 36.6 9 13488 240ac48e2ac0 99 461
1583931422 17778 21.6 36.9 16 13481 240ac48e2ac0 99 482
1584931258 17780 21.8 36.8 23 13469 240ac48e2ac0 99 488
1585931576 17779 21.5 36.20000000000001 11 13482 240ac48e2ac0 99 477
1586931310 17782 21.2 35.6 11 13501 240ac48e2ac0 99 439
1587931274 17795 21.2 35.2 5 13514 240ac48e2ac0 99 406
1588930783 17799 21.5 34.9 0 13525 240ac48e2ac0 99 400
1589931112 17810 21.8 34.9 0 13530 240ac48e2ac0 99 400
1590930971 17809 22.0 35.3 0 13529 240ac48e2ac0 99 413
1591931162 17808 22.0 36.1 1 13518 240ac48e2ac0 99 418
1592931318 17804 21.7 37.0 1 13499 240ac48e2ac0 99 459
1593931254 17800 21.0 37.7 4 13493 240ac48e2ac0 99 474
1594931405 17799 20.3 37.5 13 13488 240ac48e2ac0 99 484
1595931359 17798 20.0 36.8 23 13491 240ac48e2ac0 99 482
1596931383 17793 20.2 36.4 17 13500 240ac48e2ac0 99 461
1597931406 17793 20.5 36.4 13 13504 240ac48e2ac0 99 456
1598931318 17805 21.0 36.1 9 13506 240ac48e2ac0 99 449
1599931141 17799 21.2 35.7 2 13516 240ac48e2ac0 99 413
1600931302 17808 21.3 35.5 0 13526 240ac48e2ac0 99 410
1601931322 17805 21.6 35.9 8 13522 240ac48e2ac0 99 424
1602931124 17808 21.7 36.5 1 13516 240ac48e2ac0 99 440
1603931334 17810 21.6 37.5 2 13495 240ac48e2ac0 99 461
1604931145 17812 20.6 38.2 12 13496 240ac48e2ac0 99 472
1605931844 17808 19.7 38.70000000000001 6 13499 240ac48e2ac0 99 467
1606931399 17805 19.0 39.1 10 13489 240ac48e2ac0 99 488
1607931149 17797 18.5 39.3 16 13468 240ac48e2ac0 99 516
1608931423 17791 18.0 39.9 25 13455 240ac48e2ac0 99 540
1609931274 17777 17.6 40.6 33 13437 240ac48e2ac0 99 581
1610931262 17767 17.1 40.8 52 13422 240ac48e2ac0 99 602
1611930988 17760 17.3 39.5 57 13426 240ac48e2ac0 99 608
1612931399 17748 17.6 38.1 62 13438 240ac48e2ac0 99 579
1613931254 17752 18.3 37.4 63 13452 240ac48e2ac0 99 544
1614931383 17744 19.6 37.1 65 13449 240ac48e2ac0 99 560
1615931262 17758 20.4 37.0 57 13459 240ac48e2ac0 99 532
1616931318 17751 20.4 36.9 60 13470 240ac48e2ac0 99 507
1617931258 17771 20.3 37.1 41 13482 240ac48e2ac0 99 481
1618931109 17769 20.1 36.7 48 13486 240ac48e2ac0 99 482
1619931215 17774 20.0 37.1 36 13492 240ac48e2ac0 99 477
1620931383 17776 19.8 37.9 34 13474 240ac48e2ac0 99 496
1621931274 17775 19.3 38.3 43 13459 240ac48e2ac0 99 520
1622931270 17781 18.9 38.4 42 13458 240ac48e2ac0 99 520
1623931342 17774 18.5 38.8 43 13461 240ac48e2ac0 99 534
1624931302 17762 18.3 39.5 55 13448 240ac48e2ac0 99 551
1625931508 17759 17.8 40.10000000000001 59 13438 240ac48e2ac0 99 575
1626931397 17744 17.4 40.8 61 13414 240ac48e2ac0 99 609
1627931341 17728 17.3 41.2 86 13389 240ac48e2ac0 99 659
1628931317 17706 17.2 41.4 99 13375 240ac48e2ac0 99 678
1629931257 17692 17.6 41.6 115 13357 240ac48e2ac0 99 717
1630931404 17682 17.9 41.8 131 13340 240ac48e2ac0 99 742
1631931708 17669 17.8 41.70000000000001 143 13338 240ac48e2ac0 99 744
1632931408 17666 17.8 41.1 148 13345 240ac48e2ac0 99 739
1633931413 17670 17.9 39.6 140 13368 240ac48e2ac0 99 696
1634931519 17679 17.9 37.8 135 13398 240ac48e2ac0 99 642
1635931512 17690 18.5 36.9 121 13423 240ac48e2ac0 99 598
1636931233 17697 19.3 36.5 108 13437 240ac48e2ac0 99 566
1637931500 17706 20.2 36.6 102 13436 240ac48e2ac0 99 556
1638931495 17718 20.7 36.5 101 13444 240ac48e2ac0 99 555
1639871273 17720 21.1 36.6 -1 13448 240ac48e2ac0 99 -1
1640942937 17724 21.4 36.5 0 13448 240ac48e2ac0 99 400
1641931135 17721 21.6 36.5 0 13441 240ac48e2ac0 99 400
1642931301 17724 21.9 36.5 0 13441 240ac48e2ac0 99 400
1643931261 17724 22.3 37.3 0 13436 240ac48e2ac0 99 400
1644930861 17723 22.4 38.1 0 13423 240ac48e2ac0 99 400
1645931241 17716 21.8 38.4 0 13418 240ac48e2ac0 99 400
1646931233 17721 21.0 38.1 0 13419 240ac48e2ac0 99 400
1647931066 17715 20.7 38.4 0 13403 240ac48e2ac0 99 400
1648931309 17705 20.6 38.8 0 13394 240ac48e2ac0 99 400
1649931041 17707 20.4 37.8 0 13402 240ac48e2ac0 99 400
1650931499 17713 20.3 37.20000000000001 0 13425 240ac48e2ac0 99 400
1651931321 17718 20.4 36.4 0 13438 240ac48e2ac0 99 400
1652931301 17730 20.8 36.1 0 13448 240ac48e2ac0 99 400
1653930807 17735 21.4 35.6 0 13462 240ac48e2ac0 99 400
1654931222 17748 21.4 35.8 0 13483 240ac48e2ac0 99 400
1655931148 17762 21.5 35.9 0 13492 240ac48e2ac0 99 400
1656931297 17773 21.4 35.6 0 13491 240ac48e2ac0 99 400
1657930656 17781 21.7 35.0 0 13500 240ac48e2ac0 99 400
1658931496 17784 21.7 34.70000000000001 0 13517 240ac48e2ac0 99 400
1659930781 17794 22.2 35.0 0 13520 240ac48e2ac0 99 400
1660931240 17785 22.8 35.7 8 13504 240ac48e2ac0 99 431
1661931317 17793 23.3 36.7 14 13489 240ac48e2ac0 99 459
1662931301 17792 22.5 36.0 5 13492 240ac48e2ac0 99 449
1663931321 17791 22.5 35.7 11 13497 240ac48e2ac0 99 449
1664931321 17796 22.3 35.4 7 13506 240ac48e2ac0 99 432
1665931033 17805 22.2 35.5 0 13507 240ac48e2ac0 99 424
1666931301 17799 22.1 35.7 0 13507 240ac48e2ac0 99 435
1667931523 17804 22.0 36.3 0 13505 240ac48e2ac0 99 420
1668930861 17802 21.8 36.7 11 13493 240ac48e2ac0 99 442
1669931148 17805 21.3 36.5 8 13497 240ac48e2ac0 99 447
1670930637 17806 21.1 37.4 10 13485 240ac48e2ac0 99 463
1671931433 17790 20.7 38.3 23 13462 240ac48e2ac0 99 512
1672931317 17793 20.2 38.4 24 13452 240ac48e2ac0 99 531
1673931325 17777 19.6 38.4 30 13447 240ac48e2ac0 99 538
1674931354 17773 19.4 38.9 39 13440 240ac48e2ac0 99 541
1675931350 17765 19.4 38.4 38 13436 240ac48e2ac0 99 555
1676931316 17763 19.3 37.6 45 13451 240ac48e2ac0 99 529
1677931268 17761 19.7 36.7 42 13466 240ac48e2ac0 99 497
1678931384 17779 20.3 36.3 37 13479 240ac48e2ac0 99 482
1679931353 17784 20.9 36.0 30 13493 240ac48e2ac0 99 463
1680931309 17785 21.5 36.0 26 13488 240ac48e2ac0 99 453
1681931134 17788 21.9 36.1 23 13489 240ac48e2ac0 99 448
1682931396 17789 21.9 36.4 18 13488 240ac48e2ac0 99 454
1683931412 17789 21.7 36.3 21 13487 240ac48e2ac0 99 455
1684931316 17791 21.8 36.3 20 13480 240ac48e2ac0 99 461
1685931396 17787 22.1 36.5 15 13480 240ac48e2ac0 99 472
1686931324 17784 22.5 36.8 20 13471 240ac48e2ac0 99 474
1687931408 17783 22.5 37.7 29 13461 240ac48e2ac0 99 510
1688931316 17773 22.2 38.8 32 13442 240ac48e2ac0 99 543
1689931328 17767 21.2 39.0 42 13433 240ac48e2ac0 99 562
1690931396 17770 20.8 38.6 44 13440 240ac48e2ac0 99 552
1691931426 17771 20.3 37.8 44 13446 240ac48e2ac0 99 530
1692931514 17765 20.1 37.20000000000001 45 13458 240ac48e2ac0 99 506
1693931328 17774 20.2 36.4 38 13471 240ac48e2ac0 99 482
1694931316 17779 20.7 36.0 36 13479 240ac48e2ac0 99 463
1695930973 17793 21.0 35.8 26 13491 240ac48e2ac0 99 449
1696931308 17782 21.4 35.6 19 13494 240ac48e2ac0 99 429
1697931138 17795 21.7 35.4 13 13506 240ac48e2ac0 99 417
1698931316 17804 22.1 35.6 8 13514 240ac48e2ac0 99 410
1699931320 17807 22.0 35.8 1 13512 240ac48e2ac0 99 405
1700931217 17808 21.8 35.9 0 13506 240ac48e2ac0 99 414
1701931316 17805 21.6 36.3 10 13499 240ac48e2ac0 99 418
1702931048 17811 21.6 36.3 4 13497 240ac48e2ac0 99 418
1703930985 17814 21.4 36.1 1 13506 240ac48e2ac0 99 418
1704931252 17812 21.2 35.9 1 13508 240ac48e2ac0 99 408
1705931320 17819 21.2 35.7 0 13504 240ac48e2ac0 99 415
1706931308 17813 21.4 36.0 0 13507 240ac48e2ac0 99 415
1707931160 17816 21.5 36.8 10 13488 240ac48e2ac0 99 438
1708931498 17808 21.3 37.20000000000001 19 13475 240ac48e2ac0 99 463
1709931272 17801 21.2 36.9 28 13473 240ac48e2ac0 99 476
1710931040 17800 21.1 36.6 33 13477 240ac48e2ac0 99 475
1711931802 17797 21.3 36.4 30 13481 240ac48e2ac0 99 461
1712931320 17798 21.3 36.3 24 13478 240ac48e2ac0 99 457
1713931126 17805 21.3 36.6 24 13488 240ac48e2ac0 99 453
1714931308 17808 21.0 37.4 25 13479 240ac48e2ac0 99 455
1715931320 17798 20.5 37.8 23 13462 240ac48e2ac0 99 479
1716931380 17792 20.1 38.2 37 13456 240ac48e2ac0 99 504
1717931048 17780 19.9 38.8 47 13433 240ac48e2ac0 99 536
1718931407 17773 19.5 39.4 55 13419 240ac48e2ac0 99 564
1719931073 17750 19.4 40.10000000000001 73 13402 240ac48e2ac0 99 604
1720931260 17745 19.3 40.3 94 13386 240ac48e2ac0 99 640
1721931502 17720 19.6 40.8 111 13361 240ac48e2ac0 99 678
1722931472 17709 19.5 40.8 116 13349 240ac48e2ac0 99 702
1723931707 17693 18.8 41.00000000000001 125 13347 240ac48e2ac0 99 691
1724931494 17690 18.6 39.6 128 13360 240ac48e2ac0 99 674
1725931903 17697 19.4 39.0 130 13374 240ac48e2ac0 99 654
1726931407 17704 19.3 38.1 126 13399 240ac48e2ac0 99 595
1727931505 17721 19.1 37.8 105 13426 240ac48e2ac0 99 559
1728931406 17730 19.1 37.5 96 13440 240ac48e2ac0 99 527
1729930876 17738 19.2 37.1 85 13448 240ac48e2ac0 99 514
1730931517 17737 19.5 37.20000000000001 89 13446 240ac48e2ac0 99 509
1731931271 17736 19.8 36.9 89 13448 240ac48e2ac0 99 522
1732931573 17746 20.1 36.5 77 13456 240ac48e2ac0 99 497
1733931541 17749 20.7 36.20000000000001 69 13461 240ac48e2ac0 99 485
1734931570 17762 21.2 36.20000000000001 64 13469 240ac48e2ac0 99 477
1735931431 17757 21.5 36.5 65 13469 240ac48e2ac0 99 477
1736931407 17765 21.5 36.8 64 13469 240ac48e2ac0 99 481
1737931271 17761 21.6 37.4 60 13457 240ac48e2ac0 99 488
1738931121 17758 21.3 37.3 60 13463 240ac48e2ac0 99 482
1739931447 17769 21.2 37.4 53 13464 240ac48e2ac0 99 483
1740871331 17772 20.9 37.4 -1 13460 240ac48e2ac0 99 -1
1741943314 17774 20.8 37.3 0 13463 240ac48e2ac0 99 400
1742931299 17772 20.5 36.8 0 13466 240ac48e2ac0 99 400
1743931343 17778 20.7 36.4 0 13468 240ac48e2ac0 99 400
1744931251 17778 21.1 36.1 0 13471 240ac48e2ac0 99 400
1745931326 17774 21.7 36.5 0 13468 240ac48e2ac0 99 400
1746931307 17776 21.9 36.8 0 13468 240ac48e2ac0 99 400
1747931146 17777 21.7 36.8 0 13472 240ac48e2ac0 99 400
1748931311 17782 21.3 36.8 0 13479 240ac48e2ac0 99 400
1749930955 17789 21.1 36.8 0 13477 240ac48e2ac0 99 400
1750931105 17783 21.2 37.0 0 13473 240ac48e2ac0 99 400
1751930738 17780 21.2 37.3 0 13465 240ac48e2ac0 99 400
1752931323 17785 20.9 37.3 0 13465 240ac48e2ac0 99 400
1753931259 17790 20.6 37.3 0 13475 240ac48e2ac0 99 400
1754931234 17791 20.7 37.5 0 13462 240ac48e2ac0 99 400
1755931038 17779 20.8 37.9 0 13451 240ac48e2ac0 99 400
1756931307 17766 21.1 39.1 0 13423 240ac48e2ac0 99 400
1757931339 17755 20.4 39.6 3 13405 240ac48e2ac0 99 424
1758931052 17750 19.7 39.70000000000001 4 13398 240ac48e2ac0 99 461
1759931415 17744 19.0 39.3 14 13400 240ac48e2ac0 99 451
1760931427 17738 18.7 39.70000000000001 13 13396 240ac48e2ac0 99 449
1761931406 17728 18.2 40.3 17 13392 240ac48e2ac0 99 458
1762931307 17731 17.7 40.7 25 13386 240ac48e2ac0 99 465
1763931267 17725 17.2 41.1 32 13377 240ac48e2ac0 99 493
1764931402 17706 16.9 41.8 48 13363 240ac48e2ac0 99 514
1765931430 17697 16.5 42.3 58 13347 240ac48e2ac0 99 550
1766931476 17693 16.0 42.60000000000001 70 13341 240ac48e2ac0 99 561
1767931407 17674 16.3 40.8 79 13343 240ac48e2ac0 99 545
1768931573 17680 17.5 39.70000000000001 82 13354 240ac48e2ac0 99 534
1769931159 17671 18.4 39.5 83 13357 240ac48e2ac0 99 522
1770931395 17674 18.8 39.6 80 13358 240ac48e2ac0 99 529
1771931326 17668 19.1 40.3 85 13346 240ac48e2ac0 99 542
1772931395 17660 19.0 41.2 96 13325 240ac48e2ac0 99 578
1773931581 17655 18.5 41.70000000000001 103 13312 240ac48e2ac0 99 602
1774931402 17646 17.8 42.3 106 13301 240ac48e2ac0 99 629
1775931043 17638 17.0 43.1 116 13292 240ac48e2ac0 99 639
1776931406 17635 16.5 43.6 123 13288 240ac48e2ac0 99 656
1777931503 17622 16.1 44.20000000000001 130 13274 240ac48e2ac0 99 664
1778931120 17608 15.6 44.4 138 13274 240ac48e2ac0 99 674
1779931488 17603 15.5 44.5 150 13268 240ac48e2ac0 99 687
1780931471 17603 15.4 43.9 146 13277 240ac48e2ac0 99 674
1781931475 17595 15.8 43.9 157 13262 240ac48e2ac0 99 684
1782931491 17583 15.9 44.1 164 13258 240ac48e2ac0 99 691
1783931500 17586 15.6 44.4 173 13261 240ac48e2ac0 99 698
1784931233 17587 15.4 44.4 165 13264 240ac48e2ac0 99 696
1785930995 17584 15.1 44.1 161 13275 240ac48e2ac0 99 669
1786931483 17584 15.2 43.9 168 13293 240ac48e2ac0 99 644
1787931479 17606 15.0 43.3 159 13312 240ac48e2ac0 99 603
1788931351 17608 15.1 43.0 142 13327 240ac48e2ac0 99 581
1789931532 17618 15.1 42.60000000000001 131 13340 240ac48e2ac0 99 537
1790931338 17634 15.1 42.4 113 13355 240ac48e2ac0 99 512
1791931496 17639 15.2 42.5 109 13349 240ac48e2ac0 99 522
1792931394 17640 15.4 42.7 113 13332 240ac48e2ac0 99 564
1793931265 17628 15.6 42.8 117 13311 240ac48e2ac0 99 598
1794931471 17624 15.8 42.3 129 13298 240ac48e2ac0 99 623
1795931500 17619 15.8 42.4 134 13291 240ac48e2ac0 99 642
1796931584 17603 16.4 42.20000000000001 153 13275 240ac48e2ac0 99 677
1797931429 17596 17.2 41.5 154 13269 240ac48e2ac0 99 670
1798931441 17606 17.2 40.5 144 13303 240ac48e2ac0 99 620
1799931433 17617 17.3 39.4 126 13338 240ac48e2ac0 99 534
1800931334 17636 17.6 38.5 116 13360 240ac48e2ac0 99 513
1801931512 17645 18.4 38.70000000000001 105 13369 240ac48e2ac0 99 486
1802931325 17658 18.4 39.1 97 13382 240ac48e2ac0 99 461
1803931401 17663 18.3 39.5 78 13383 240ac48e2ac0 99 460
1804931405 17667 18.3 39.8 82 13384 240ac48e2ac0 99 466
1805931249 17674 18.2 40.3 76 13372 240ac48e2ac0 99 472
1806931405 17668 17.9 40.5 75 13364 240ac48e2ac0 99 488
1807931584 17677 17.4 41.00000000000001 78 13368 240ac48e2ac0 99 494
1808931120 17671 16.9 41.4 78 13352 240ac48e2ac0 99 511
1809931406 17659 16.5 42.0 83 13333 240ac48e2ac0 99 555
1810931394 17655 16.2 42.5 99 13314 240ac48e2ac0 99 586
1811931483 17635 16.2 42.8 108 13304 240ac48e2ac0 99 607
1812931471 17629 16.2 42.5 121 13296 240ac48e2ac0 99 612
1813931329 17624 15.9 42.5 119 13309 240ac48e2ac0 99 607
1814931401 17632 15.8 42.8 125 13310 240ac48e2ac0 99 603
1815931487 17621 15.6 42.3 125 13307 240ac48e2ac0 99 599
1816931313 17623 15.7 41.1 124 13305 240ac48e2ac0 99 607
1817931500 17633 16.2 39.8 119 13326 240ac48e2ac0 99 567
1818931445 17633 17.1 39.9 123 13330 240ac48e2ac0 99 566
1819931483 17629 17.7 40.3 119 13324 240ac48e2ac0 99 570
1820931378 17629 17.6 40.8 122 13318 240ac48e2ac0 99 570
1821931483 17627 17.7 40.8 127 13314 240ac48e2ac0 99 583
1822931475 17625 17.4 40.7 122 13316 240ac48e2ac0 99 580
1823931329 17626 17.4 40.7 126 13302 240ac48e2ac0 99 607
1824931405 17613 18.1 40.9 142 13276 240ac48e2ac0 99 647
1825931429 17603 18.4 41.3 157 13264 240ac48e2ac0 99 684
1826931471 17591 18.4 40.8 158 13258 240ac48e2ac0 99 680
1827931527 17594 18.5 39.3 151 13288 240ac48e2ac0 99 627
1828931474 17602 19.3 39.0 146 13303 240ac48e2ac0 99 595
1829931474 17613 19.5 38.1 138 13328 240ac48e2ac0 99 556
1830931575 17625 19.7 37.20000000000001 127 13364 240ac48e2ac0 99 493
1831931328 17645 19.9 36.8 107 13385 240ac48e2ac0 99 439
1832931393 17663 20.2 36.6 86 13403 240ac48e2ac0 99 400
1833930969 17678 20.4 37.0 71 13413 240ac48e2ac0 99 400
1834931399 17678 20.6 37.3 70 13413 240ac48e2ac0 99 417
1835931405 17694 20.5 36.6 54 13424 240ac48e2ac0 99 400
1836931292 17702 20.6 36.1 42 13436 240ac48e2ac0 99 400
1837931229 17709 21.2 36.20000000000001 43 13441 240ac48e2ac0 99 400
1838931312 17725 21.5 36.4 32 13448 240ac48e2ac0 99 400
1839931404 17732 21.3 36.5 14 13448 240ac48e2ac0 99 400
1840931417 17736 21.7 36.8 21 13438 240ac48e2ac0 99 426
1841871284 17738 21.5 36.7 -1 13439 240ac48e2ac0 99 -1
1842943102 17746 20.9 36.5 0 13453 240ac48e2ac0 99 400
1843931304 17752 21.0 36.5 0 13457 240ac48e2ac0 99 400
1844931320 17758 20.9 36.6 0 13458 240ac48e2ac0 99 400
1845931305 17758 21.1 36.5 0 13454 240ac48e2ac0 99 400
1846930945 17753 21.6 36.8 0 13453 240ac48e2ac0 99 400
1847931316 17762 21.5 36.7 0 13460 240ac48e2ac0 99 400
1848930965 17765 21.5 37.0 0 13458 240ac48e2ac0 99 400
1849931041 17772 21.2 37.8 0 13458 240ac48e2ac0 99 400
1850931297 17775 20.4 38.3 0 13459 240ac48e2ac0 99 400
1851931256 17772 19.8 39.4 0 13440 240ac48e2ac0 99 400
1852931244 17761 19.3 40.3 0 13415 240ac48e2ac0 99 400
1853931236 17751 18.8 41.1 0 13390 240ac48e2ac0 99 400
1854931304 17735 18.1 41.8 0 13369 240ac48e2ac0 99 400
1855931336 17720 17.3 42.5 0 13356 240ac48e2ac0 99 400
1856931305 17710 16.8 43.3 0 13335 240ac48e2ac0 99 400
1857931260 17689 16.4 43.8 0 13313 240ac48e2ac0 99 400
1858931256 17671 15.7 44.0 12 13304 240ac48e2ac0 99 415
1859931575 17669 15.2 44.20000000000001 31 13300 240ac48e2ac0 99 432
1860931218 17652 14.9 43.0 30 13304 240ac48e2ac0 99 414
1861931316 17659 15.0 41.3 29 13324 240ac48e2ac0 99 400
1862931413 17662 15.9 40.10000000000001 23 13340 240ac48e2ac0 99 400
1863931428 17661 16.9 38.5 22 13361 240ac48e2ac0 99 400
1864931300 17678 18.0 37.20000000000001 8 13384 240ac48e2ac0 99 400
1865930969 17679 19.1 36.6 0 13407 240ac48e2ac0 99 400
1866931031 17699 19.9 35.8 0 13427 240ac48e2ac0 99 400
1867931131 17713 21.0 35.8 0 13436 240ac48e2ac0 99 400
1868931218 17715 21.5 36.0 3 13436 240ac48e2ac0 99 400
1869931236 17718 21.7 36.6 0 13435 240ac48e2ac0 99 400
1870931308 17725 21.4 36.8 0 13436 240ac48e2ac0 99 400
1871930945 17746 21.0 36.4 0 13448 240ac48e2ac0 99 400
1872931131 17741 20.8 36.5 2 13446 240ac48e2ac0 99 400
1873931218 17737 21.0 37.20000000000001 0 13441 240ac48e2ac0 99 400
1874931228 17743 21.0 37.4 0 13427 240ac48e2ac0 99 400
1875930970 17743 21.0 37.7 6 13432 240ac48e2ac0 99 414
1876930965 17747 20.9 37.9 0 13428 240ac48e2ac0 99 415
1877931209 17743 20.5 38.0 6 13430 240ac48e2ac0 99 414
1878931311 17743 20.2 38.8 7 13417 240ac48e2ac0 99 439
1879931327 17738 19.7 38.6 7 13409 240ac48e2ac0 99 447
1880931376 17735 19.6 38.3 10 13400 240ac48e2ac0 99 457
1881931060 17732 19.7 37.3 17 13409 240ac48e2ac0 99 448
1882931315 17730 20.3 37.0 11 13418 240ac48e2ac0 99 422
1883931315 17736 21.1 37.1 8 13433 240ac48e2ac0 99 407
1884931267 17748 20.9 36.7 1 13446 240ac48e2ac0 99 400
1885931235 17746 20.6 36.5 0 13457 240ac48e2ac0 99 400
1886931052 17762 20.4 36.4 0 13456 240ac48e2ac0 99 400
1887931235 17764 20.4 36.5 0 13457 240ac48e2ac0 99 404
1888931323 17758 20.8 36.9 7 13444 240ac48e2ac0 99 413
1889931267 17763 21.1 37.4 11 13437 240ac48e2ac0 99 448
1890931303 17754 21.5 37.7 15 13422 240ac48e2ac0 99 463
1891931327 17755 21.0 37.5 8 13433 240ac48e2ac0 99 447
1892931344 17754 20.9 37.3 10 13434 240ac48e2ac0 99 440
1893931327 17759 20.8 36.9 6 13448 240ac48e2ac0 99 410
1894931295 17773 20.4 36.5 0 13464 240ac48e2ac0 99 400
1895931451 17773 20.6 36.20000000000001 2 13464 240ac48e2ac0 99 400
1896931114 17775 20.7 35.8 0 13479 240ac48e2ac0 99 400
1897931349 17785 20.7 36.3 0 13475 240ac48e2ac0 99 400
1898931038 17784 20.6 37.1 4 13461 240ac48e2ac0 99 443
1899931247 17777 20.4 37.9 4 13438 240ac48e2ac0 99 463
1900931360 17770 20.0 38.4 18 13426 240ac48e2ac0 99 495
1901931399 17761 19.6 39.5 25 13412 240ac48e2ac0 99 532
1902931212 17752 18.9 40.0 40 13392 240ac48e2ac0 99 565
1903931399 17738 18.3 40.6 49 13377 240ac48e2ac0 99 598
1904931797 17729 17.9 41.2 66 13359 240ac48e2ac0 99 623
1905931327 17712 17.4 41.5 74 13348 240ac48e2ac0 99 655
1906931130 17704 17.1 41.4 88 13333 240ac48e2ac0 99 666
1907931307 17693 16.8 40.4 93 13340 240ac48e2ac0 99 657
1908931376 17694 17.0 39.5 90 13362 240ac48e2ac0 99 620
1909931427 17695 17.5 38.5 87 13368 240ac48e2ac0 99 602
1910931420 17691 18.5 38.2 93 13373 240ac48e2ac0 99 590
1911931327 17701 18.8 38.0 87 13379 240ac48e2ac0 99 580
1912931311 17695 19.0 38.2 89 13385 240ac48e2ac0 99 572
1913931392 17705 19.1 38.6 81 13386 240ac48e2ac0 99 571
1914931399 17705 19.1 38.2 84 13379 240ac48e2ac0 99 576
1915931134 17698 19.6 37.4 87 13393 240ac48e2ac0 99 557
1916931364 17708 19.9 36.1 72 13421 240ac48e2ac0 99 499
1917931039 17736 20.4 35.5 45 13450 240ac48e2ac0 99 441
1918931392 17742 21.0 35.1 46 13467 240ac48e2ac0 99 422
1919930968 17742 21.6 34.6 43 13476 240ac48e2ac0 99 400
1920930964 17767 21.7 34.5 22 13495 240ac48e2ac0 99 400
1921931247 17777 22.0 34.6 5 13506 240ac48e2ac0 99 400
1922931311 17785 22.2 34.8 2 13501 240ac48e2ac0 99 400
1923930735 17792 22.3 35.0 0 13502 240ac48e2ac0 99 406
1924931255 17796 22.4 35.4 1 13496 240ac48e2ac0 99 405
1925931323 17800 22.3 35.9 0 13495 240ac48e2ac0 99 408
1926931216 17804 22.0 36.5 0 13485 240ac48e2ac0 99 428
1927931263 17810 21.5 37.0 1 13476 240ac48e2ac0 99 446
1928931310 17797 21.1 37.8 8 13460 240ac48e2ac0 99 480
1929931059 17792 20.6 37.7 11 13439 240ac48e2ac0 99 504
1930931101 17793 20.2 36.8 18 13451 240ac48e2ac0 99 491
1931931314 17786 20.4 36.4 24 13462 240ac48e2ac0 99 465
1932931343 17796 20.7 36.3 7 13468 240ac48e2ac0 99 469
1933931262 17794 21.0 36.5 16 13461 240ac48e2ac0 99 465
1934930938 17800 21.0 36.5 8 13467 240ac48e2ac0 99 465
1935931234 17798 21.0 37.20000000000001 3 13462 240ac48e2ac0 99 467
1936931398 17793 20.6 37.4 12 13452 240ac48e2ac0 99 488
1937931314 17794 20.3 37.3 14 13450 240ac48e2ac0 99 496
1938931310 17779 20.5 37.7 16 13440 240ac48e2ac0 99 506
1939931133 17785 20.3 38.1 24 13430 240ac48e2ac0 99 531
1940931116 17775 20.1 37.8 25 13434 240ac48e2ac0 99 518
1941931314 17778 20.3 38.3 32 13433 240ac48e2ac0 99 539
1942871318 17774 20.1 38.8 -1 13425 240ac48e2ac0 99 -1
1943943318 17764 19.6 39.2 0 13419 240ac48e2ac0 99 400
1944930947 17761 19.0 39.2 0 13419 240ac48e2ac0 99 400
1945931314 17755 19.1 39.3 0 13405 240ac48e2ac0 99 400
1946931302 17747 18.9 39.8 0 13395 240ac48e2ac0 99 400
1947931302 17740 18.7 40.2 0 13382 240ac48e2ac0 99 400
1948931302 17729 18.4 40.3 0 13374 240ac48e2ac0 99 400
1949931250 17731 18.0 40.8 0 13371 240ac48e2ac0 99 400
1950931282 17728 17.6 41.1 0 13367 240ac48e2ac0 99 400
1951931043 17721 17.3 41.3 0 13354 240ac48e2ac0 99 400
1952931242 17708 17.1 41.1 0 13341 240ac48e2ac0 99 400
1953931234 17705 17.0 40.3 0 13348 240ac48e2ac0 99 400
1954931051 17700 17.2 40.10000000000001 0 13345 240ac48e2ac0 99 400
1955931517 17690 17.3 40.10000000000001 0 13339 240ac48e2ac0 99 400
1956931318 17681 17.3 39.3 0 13350 240ac48e2ac0 99 400
1957931254 17688 17.6 39.3 0 13354 240ac48e2ac0 99 400
1958930938 17685 17.7 40.2 0 13351 240ac48e2ac0 99 400
1959930860 17681 17.6 41.1 2 13347 240ac48e2ac0 99 405
1960931310 17678 17.3 41.9 2 13331 240ac48e2ac0 99 422
1961931379 17672 16.8 42.7 16 13310 240ac48e2ac0 99 470
1962931242 17655 16.4 41.4 26 13311 240ac48e2ac0 99 472
1963931403 17652 16.6 39.1 19 13332 240ac48e2ac0 99 424
1964931303 17661 17.8 38.3 15 13361 240ac48e2ac0 99 400
1965931055 17677 18.8 38.8 15 13363 240ac48e2ac0 99 400
1966931302 17668 19.1 38.6 3 13359 240ac48e2ac0 99 400
1967931318 17673 19.7 39.1 3 13356 240ac48e2ac0 99 400
1968931262 17668 20.0 39.2 15 13353 240ac48e2ac0 99 426
1969931585 17671 20.2 38.70000000000001 13 13356 240ac48e2ac0 99 420
1970931262 17674 20.3 38.8 6 13368 240ac48e2ac0 99 400
1971931274 17687 20.0 38.3 0 13382 240ac48e2ac0 99 400
1972931113 17695 19.9 37.8 0 13399 240ac48e2ac0 99 400
1973931310 17708 19.9 37.0 0 13411 240ac48e2ac0 99 400
