['ticks_us','SGP30_ETOH_RAW', 'RH', 'T', 'SGP30_TVOC', 'SGP30_H2_RAW', 'mac', 'payload_version', 'SGP30_CO2EQ']
1554933824 17498 16.7 42.0 0 13011 240ac48df9dc 99 400
1555934372 17494 17.0 41.70000000000001 0 13006 240ac48df9dc 99 405
1556934561 17484 17.1 42.1 6 12994 240ac48df9dc 99 439
1557934376 17480 16.9 42.5 8 12987 240ac48df9dc 99 443
1558934731 17480 16.7 42.20000000000001 22 12986 240ac48df9dc 99 456
1559934290 17475 16.8 42.3 23 12979 240ac48df9dc 99 446
1560934622 17459 17.0 42.5 38 12969 240ac48df9dc 99 473
1561934561 17463 16.9 42.4 32 12979 240ac48df9dc 99 459
1562934284 17464 16.8 42.0 37 12987 240ac48df9dc 99 440
1563934630 17471 16.7 41.9 25 13009 240ac48df9dc 99 408
1564934557 17473 16.5 41.8 16 13017 240ac48df9dc 99 400
1565934667 17480 16.4 41.6 13 13018 240ac48df9dc 99 400
1566934284 17489 16.5 41.5 7 13023 240ac48df9dc 99 400
1567934561 17498 16.5 41.70000000000001 6 13023 240ac48df9dc 99 400
1568934462 17494 16.7 42.0 11 13013 240ac48df9dc 99 422
1569934501 17490 16.7 41.9 6 13015 240ac48df9dc 99 419
1570934493 17494 16.6 41.8 3 13015 240ac48df9dc 99 414
1571934557 17496 16.7 41.9 5 13020 240ac48df9dc 99 406
1572934541 17499 16.6 41.4 4 13026 240ac48df9dc 99 401
1573934561 17502 16.5 41.4 0 13033 240ac48df9dc 99 400
1574934473 17509 16.6 41.8 0 13031 240ac48df9dc 99 400
1575934565 17507 16.5 42.4 2 13032 240ac48df9dc 99 414
1576934437 17511 16.2 42.4 0 13027 240ac48df9dc 99 421
1577934366 17512 15.9 42.0 0 13034 240ac48df9dc 99 410
1578934621 17518 15.9 42.20000000000001 1 13029 240ac48df9dc 99 410
1579934564 17506 15.9 42.8 8 13015 240ac48df9dc 99 441
1580934617 17499 15.8 43.3 16 13006 240ac48df9dc 99 463
1581934366 17497 15.6 43.7 16 13001 240ac48df9dc 99 471
1582934613 17495 15.4 43.7 27 12997 240ac48df9dc 99 483
1583934375 17486 15.2 43.9 28 12991 240ac48df9dc 99 490
1584934576 17488 15.1 43.8 38 12991 240ac48df9dc 99 482
1585934644 17485 15.3 44.0 32 12985 240ac48df9dc 99 488
1586934263 17480 15.3 43.6 33 12993 240ac48df9dc 99 481
1587934492 17480 15.4 43.2 31 12995 240ac48df9dc 99 472
1588934718 17488 15.2 42.20000000000001 22 13009 240ac48df9dc 99 450
1589934520 17488 15.5 41.8 23 13014 240ac48df9dc 99 439
1590934476 17484 15.8 41.5 23 13020 240ac48df9dc 99 428
1591934657 17481 16.7 41.4 23 13012 240ac48df9dc 99 440
1592934283 17482 17.3 42.0 32 13002 240ac48df9dc 99 452
1593934548 17478 17.6 42.7 37 12986 240ac48df9dc 99 494
1594934297 17468 17.4 43.4 43 12970 240ac48df9dc 99 522
1595934379 17458 17.1 43.9 53 12954 240ac48df9dc 99 537
1596934205 17457 16.5 43.7 63 12961 240ac48df9dc 99 539
1597934564 17450 15.7 42.9 61 12976 240ac48df9dc 99 504
1598934617 17455 16.0 42.8 61 12974 240ac48df9dc 99 502
1599934637 17460 15.8 42.8 58 12989 240ac48df9dc 99 495
1600934449 17459 16.1 42.9 56 12985 240ac48df9dc 99 486
1601934301 17457 16.1 42.5 52 12978 240ac48df9dc 99 496
1602934613 17465 15.8 41.5 42 12993 240ac48df9dc 99 461
1603934625 17475 16.0 39.6 38 13007 240ac48df9dc 99 458
1604934545 17485 16.5 38.3 29 13023 240ac48df9dc 99 420
1605934379 17492 17.2 37.6 20 13033 240ac48df9dc 99 400
1606934347 17500 17.9 37.8 22 13037 240ac48df9dc 99 402
1607934564 17498 18.4 38.4 14 13033 240ac48df9dc 99 410
1608934492 17502 18.5 38.5 16 13029 240ac48df9dc 99 415
1609934850 17503 18.5 38.70000000000001 14 13022 240ac48df9dc 99 415
1610934358 17512 18.3 38.9 8 13030 240ac48df9dc 99 415
1611934680 17514 18.2 39.70000000000001 13 13018 240ac48df9dc 99 429
1612934480 17499 18.1 40.5 22 13000 240ac48df9dc 99 456
1613934021 17493 17.7 41.1 21 12996 240ac48df9dc 99 463
1614934556 17492 17.3 41.4 17 13000 240ac48df9dc 99 462
1615934568 17488 17.2 41.2 31 13007 240ac48df9dc 99 461
1616934625 17491 17.1 41.2 25 13007 240ac48df9dc 99 450
1617934488 17499 17.0 41.5 25 13017 240ac48df9dc 99 443
1618934476 17497 16.6 41.1 14 13027 240ac48df9dc 99 406
1619934648 17504 16.5 40.7 10 13041 240ac48df9dc 99 400
1620934533 17513 16.6 38.9 0 13060 240ac48df9dc 99 400
1621934560 17526 17.1 38.2 0 13068 240ac48df9dc 99 400
1622934461 17529 17.7 38.3 0 13064 240ac48df9dc 99 400
1623934560 17536 18.0 38.0 0 13064 240ac48df9dc 99 407
1624934528 17538 18.3 37.9 0 13059 240ac48df9dc 99 410
1625934755 17539 18.5 38.70000000000001 0 13053 240ac48df9dc 99 425
1626934567 17532 18.3 39.6 4 13039 240ac48df9dc 99 461
1627934287 17529 17.9 40.3 1 13035 240ac48df9dc 99 468
1628934345 17534 17.4 40.7 9 13029 240ac48df9dc 99 475
1629934559 17521 17.3 40.6 11 13023 240ac48df9dc 99 481
1630934555 17516 17.7 40.9 22 13019 240ac48df9dc 99 502
1631934487 17518 17.8 41.3 31 13010 240ac48df9dc 99 504
1632934544 17495 17.6 41.70000000000001 33 13002 240ac48df9dc 99 519
1633934511 17499 17.2 42.3 37 12999 240ac48df9dc 99 515
1634934612 17499 17.0 42.60000000000001 38 12993 240ac48df9dc 99 534
1635934830 17495 16.5 42.60000000000001 46 12988 240ac48df9dc 99 546
1636934646 17495 16.3 43.0 48 12991 240ac48df9dc 99 547
1637934475 17481 16.3 43.50000000000001 61 12986 240ac48df9dc 99 553
1638934249 17486 16.0 43.7 59 12989 240ac48df9dc 99 548
1639875300 17484 15.7 43.8 -1 12983 240ac48df9dc 99 -1
1640948471 17478 15.6 43.6 0 12991 240ac48df9dc 99 400
1641934543 17473 15.6 43.7 0 12992 240ac48df9dc 99 400
1642934471 17473 15.4 44.0 0 12987 240ac48df9dc 99 400
1643934471 17471 15.4 43.7 0 12981 240ac48df9dc 99 400
1644934547 17470 15.6 43.4 0 12978 240ac48df9dc 99 400
1645934733 17463 15.8 43.50000000000001 0 12978 240ac48df9dc 99 400
1646934448 17461 15.9 44.0 0 12973 240ac48df9dc 99 400
1647934271 17454 15.8 44.5 0 12965 240ac48df9dc 99 400
1648934540 17445 15.5 45.10000000000001 0 12953 240ac48df9dc 99 400
1649934770 17439 15.1 45.10000000000001 0 12951 240ac48df9dc 99 400
1650934304 17447 14.7 43.9 0 12964 240ac48df9dc 99 400
1651934283 17453 14.8 43.3 0 12977 240ac48df9dc 99 400
1652934448 17459 15.0 42.9 0 12984 240ac48df9dc 99 400
1653934479 17465 15.3 42.5 0 12994 240ac48df9dc 99 400
1654934548 17468 15.6 42.9 0 12993 240ac48df9dc 99 400
1655934555 17469 15.7 43.3 0 12985 240ac48df9dc 99 400
1656934547 17461 15.5 43.6 0 12977 240ac48df9dc 99 406
1657934741 17462 15.2 43.50000000000001 1 12978 240ac48df9dc 99 406
1658934559 17466 15.1 43.50000000000001 6 12975 240ac48df9dc 99 408
1659934555 17461 15.2 43.6 5 12980 240ac48df9dc 99 409
1660934567 17458 15.1 42.9 9 12981 240ac48df9dc 99 400
1661934475 17465 15.4 41.9 0 12995 240ac48df9dc 99 400
1662934475 17473 15.7 41.6 0 13007 240ac48df9dc 99 400
1663934547 17485 16.0 41.1 0 13015 240ac48df9dc 99 400
1664934543 17480 16.4 41.00000000000001 0 13020 240ac48df9dc 99 400
1665933660 17492 16.6 41.1 0 13026 240ac48df9dc 99 400
1666934539 17491 16.6 41.2 0 13031 240ac48df9dc 99 400
1667934579 17499 16.6 40.9 0 13034 240ac48df9dc 99 401
1668934548 17504 16.8 40.5 0 13032 240ac48df9dc 99 400
1669934555 17508 17.0 40.4 8 13031 240ac48df9dc 99 412
1670934544 17502 17.1 40.6 0 13033 240ac48df9dc 99 413
1671934592 17508 17.2 40.9 4 13032 240ac48df9dc 99 409
1672934471 17508 17.0 40.9 1 13032 240ac48df9dc 99 416
1673934571 17501 17.2 41.4 10 13017 240ac48df9dc 99 438
1674934729 17504 17.1 42.20000000000001 4 13005 240ac48df9dc 99 462
1675934643 17496 16.6 42.9 16 12996 240ac48df9dc 99 483
1676934447 17486 16.1 43.2 19 12984 240ac48df9dc 99 500
1677934470 17503 15.6 42.5 14 13001 240ac48df9dc 99 481
1678934796 17489 15.7 41.70000000000001 16 13007 240ac48df9dc 99 456
1679934804 17496 16.1 41.70000000000001 17 13004 240ac48df9dc 99 456
1680934211 17490 16.2 42.1 21 13000 240ac48df9dc 99 472
1681934748 17495 16.1 42.20000000000001 19 13000 240ac48df9dc 99 475
1682934646 17495 15.9 42.3 18 13009 240ac48df9dc 99 450
1683934619 17497 15.8 42.7 12 13007 240ac48df9dc 99 450
1684934470 17491 15.7 43.0 13 13005 240ac48df9dc 99 447
1685934641 17497 15.6 42.5 22 13012 240ac48df9dc 99 447
1686934474 17499 15.8 42.7 18 13008 240ac48df9dc 99 456
1687934619 17488 15.8 43.1 17 12991 240ac48df9dc 99 474
1688934748 17487 15.9 42.60000000000001 28 12984 240ac48df9dc 99 487
1689934562 17475 16.2 42.0 32 12981 240ac48df9dc 99 501
1690934542 17480 16.3 41.70000000000001 31 12986 240ac48df9dc 99 489
1691934578 17482 16.4 41.5 24 12990 240ac48df9dc 99 463
1692934634 17482 16.5 41.8 21 13003 240ac48df9dc 99 454
1693934478 17491 16.4 41.8 24 13005 240ac48df9dc 99 454
1694934459 17491 16.3 41.4 22 13019 240ac48df9dc 99 437
1695934410 17499 16.4 40.9 9 13027 240ac48df9dc 99 407
1696934622 17497 16.7 40.7 16 13029 240ac48df9dc 99 401
1697934211 17500 16.9 40.7 1 13034 240ac48df9dc 99 400
1698934523 17511 17.0 40.6 0 13041 240ac48df9dc 99 406
1699934550 17515 17.1 40.6 0 13036 240ac48df9dc 99 400
1700934546 17507 17.8 41.1 8 13029 240ac48df9dc 99 440
1701934477 17508 17.8 41.9 5 13013 240ac48df9dc 99 445
1702934674 17505 17.2 42.20000000000001 11 13010 240ac48df9dc 99 470
1703934570 17504 16.6 41.8 9 13012 240ac48df9dc 99 452
1704934558 17507 16.4 41.9 8 13022 240ac48df9dc 99 442
1705934494 17504 16.3 42.3 0 13016 240ac48df9dc 99 429
1706934550 17503 16.3 43.0 14 13010 240ac48df9dc 99 462
1707934642 17498 16.0 43.0 13 13004 240ac48df9dc 99 479
1708934538 17497 15.8 43.1 15 13000 240ac48df9dc 99 483
1709934615 17497 15.8 42.7 21 13003 240ac48df9dc 99 479
1710934490 17500 15.9 43.1 17 12998 240ac48df9dc 99 481
1711934627 17496 15.9 43.3 23 12991 240ac48df9dc 99 499
1712934634 17476 15.9 43.7 43 12973 240ac48df9dc 99 534
1713933670 17472 15.6 43.7 36 12960 240ac48df9dc 99 547
1714934498 17464 15.5 43.6 50 12957 240ac48df9dc 99 563
1715934538 17459 15.6 43.6 55 12948 240ac48df9dc 99 573
1716934619 17446 15.7 43.7 61 12946 240ac48df9dc 99 577
1717934670 17455 15.5 43.6 66 12948 240ac48df9dc 99 573
1718934554 17451 15.3 42.7 60 12962 240ac48df9dc 99 547
1719934645 17457 15.4 41.6 60 12968 240ac48df9dc 99 535
1720934607 17451 16.2 40.7 61 12975 240ac48df9dc 99 531
1721934756 17449 17.2 40.10000000000001 62 12971 240ac48df9dc 99 529
1722934451 17450 17.9 39.6 57 12980 240ac48df9dc 99 511
1723934658 17460 18.5 39.70000000000001 53 12985 240ac48df9dc 99 512
1724934578 17454 18.5 40.2 49 12984 240ac48df9dc 99 506
1725934381 17461 18.5 40.9 54 12982 240ac48df9dc 99 513
1726934752 17451 18.1 41.70000000000001 56 12973 240ac48df9dc 99 528
1727934561 17452 17.3 42.3 58 12978 240ac48df9dc 99 512
1728934625 17461 16.7 42.7 52 12982 240ac48df9dc 99 514
1729934533 17465 16.0 42.8 50 12977 240ac48df9dc 99 515
1730934476 17466 15.6 42.9 45 12982 240ac48df9dc 99 504
1731934633 17469 15.4 42.7 43 12985 240ac48df9dc 99 503
1732934485 17465 15.4 42.3 43 12979 240ac48df9dc 99 497
1733934476 17468 15.6 41.9 55 12985 240ac48df9dc 99 494
1734934614 17470 15.8 42.0 41 12997 240ac48df9dc 99 473
1735934561 17478 15.8 42.3 37 13002 240ac48df9dc 99 465
1736934625 17474 15.9 42.60000000000001 31 12999 240ac48df9dc 99 477
1737934747 17473 16.0 42.60000000000001 33 12994 240ac48df9dc 99 484
1738934553 17476 15.9 42.7 28 12990 240ac48df9dc 99 483
1739934372 17478 15.7 42.20000000000001 27 13003 240ac48df9dc 99 470
1740875553 17487 15.7 41.8 -1 13010 240ac48df9dc 99 -1
1741948473 17487 15.9 41.8 0 13009 240ac48df9dc 99 400
1742934446 17491 16.0 41.2 0 13019 240ac48df9dc 99 400
1743934594 17494 16.3 40.9 0 13019 240ac48df9dc 99 400
1744934715 17498 16.5 41.70000000000001 0 13017 240ac48df9dc 99 400
1745934755 17494 16.4 41.70000000000001 0 13011 240ac48df9dc 99 400
1746934441 17497 16.4 41.5 0 13014 240ac48df9dc 99 400
1747934107 17499 16.5 41.5 0 13014 240ac48df9dc 99 400
1748934111 17500 16.4 41.6 0 13018 240ac48df9dc 99 400
1749934505 17505 16.3 42.1 0 13015 240ac48df9dc 99 400
1750934450 17498 16.1 42.60000000000001 0 13009 240ac48df9dc 99 400
1751934549 17503 16.0 42.8 0 13006 240ac48df9dc 99 400
1752934714 17499 15.7 43.50000000000001 0 12997 240ac48df9dc 99 400
1753934334 17493 15.4 44.0 0 12984 240ac48df9dc 99 400
1754934614 17484 14.9 44.20000000000001 0 12979 240ac48df9dc 99 400
1755934355 17479 14.6 44.4 0 12968 240ac48df9dc 99 400
1756934322 17471 14.5 44.9 0 12954 240ac48df9dc 99 400
1757934363 17465 14.4 45.2 0 12961 240ac48df9dc 99 403
1758934618 17453 14.2 45.6 19 12955 240ac48df9dc 99 412
1759934557 17451 14.1 45.6 18 12953 240ac48df9dc 99 417
1760934610 17446 14.1 45.5 24 12952 240ac48df9dc 99 423
1761934644 17434 14.2 45.6 37 12947 240ac48df9dc 99 419
1762934529 17437 14.1 45.10000000000001 28 12952 240ac48df9dc 99 408
1763934363 17444 13.9 44.6 22 12963 240ac48df9dc 99 400
1764934545 17450 13.9 44.6 29 12970 240ac48df9dc 99 400
1765934649 17447 13.9 44.6 22 12964 240ac48df9dc 99 413
1766934618 17450 13.9 44.9 25 12958 240ac48df9dc 99 429
1767934561 17443 13.8 44.9 31 12949 240ac48df9dc 99 430
1768934640 17446 14.2 44.6 34 12953 240ac48df9dc 99 420
1769934633 17437 14.3 44.9 34 12944 240ac48df9dc 99 435
1770934610 17429 14.3 45.2 37 12940 240ac48df9dc 99 462
1771934371 17428 14.2 45.4 45 12933 240ac48df9dc 99 467
1772934458 17419 14.3 45.5 50 12929 240ac48df9dc 99 480
1773934497 17413 14.3 45.7 53 12916 240ac48df9dc 99 494
1774934625 17407 14.2 45.5 60 12914 240ac48df9dc 99 501
1775934285 17408 14.1 44.8 63 12916 240ac48df9dc 99 487
1776934458 17404 14.4 44.6 73 12913 240ac48df9dc 99 495
1777934742 17395 14.5 45.10000000000001 72 12912 240ac48df9dc 99 500
1778934540 17402 14.3 45.3 75 12913 240ac48df9dc 99 500
1779934632 17395 14.1 45.6 83 12908 240ac48df9dc 99 504
1780934457 17385 14.3 45.9 86 12905 240ac48df9dc 99 506
1781934643 17384 14.5 46.3 94 12898 240ac48df9dc 99 530
1782934612 17380 14.3 46.6 94 12900 240ac48df9dc 99 515
1783934488 17379 13.9 46.9 91 12896 240ac48df9dc 99 522
1784934717 17385 13.9 46.70000000000001 99 12893 240ac48df9dc 99 531
1785934632 17371 13.9 46.2 99 12894 240ac48df9dc 99 531
1786934605 17381 13.9 45.7 94 12912 240ac48df9dc 99 500
1787934640 17381 13.9 44.8 94 12918 240ac48df9dc 99 480
1788934790 17387 14.1 44.20000000000001 83 12922 240ac48df9dc 99 475
1789934508 17391 14.5 43.4 75 12930 240ac48df9dc 99 457
1790934358 17403 14.7 43.1 67 12936 240ac48df9dc 99 444
1791934639 17403 14.9 43.7 69 12937 240ac48df9dc 99 447
1792934197 17405 14.9 44.20000000000001 69 12933 240ac48df9dc 99 451
1793934576 17400 14.7 43.3 64 12938 240ac48df9dc 99 438
1794934292 17413 15.0 42.3 64 12951 240ac48df9dc 99 426
1795934632 17413 15.6 41.5 50 12957 240ac48df9dc 99 417
1796934552 17425 16.0 40.9 50 12958 240ac48df9dc 99 410
1797934308 17417 16.7 40.9 46 12953 240ac48df9dc 99 420
1798934612 17426 17.0 41.6 48 12953 240ac48df9dc 99 428
1799934754 17412 17.1 42.20000000000001 53 12939 240ac48df9dc 99 446
1800934540 17415 17.0 42.60000000000001 58 12937 240ac48df9dc 99 454
1801934516 17420 16.4 42.4 50 12947 240ac48df9dc 99 436
1802934536 17425 16.2 41.8 44 12948 240ac48df9dc 99 415
1803934742 17429 16.1 40.10000000000001 43 12967 240ac48df9dc 99 400
1804934616 17441 16.6 39.5 34 12973 240ac48df9dc 99 400
1805934468 17446 17.1 39.0 26 12993 240ac48df9dc 99 400
1806934354 17447 17.7 39.0 23 12988 240ac48df9dc 99 400
1807934624 17452 18.1 39.3 14 12986 240ac48df9dc 99 408
1808934540 17450 18.0 40.2 20 12982 240ac48df9dc 99 406
1809934638 17462 17.7 40.8 15 12973 240ac48df9dc 99 421
1810934205 17456 17.3 41.6 11 12971 240ac48df9dc 99 415
1811934540 17451 16.9 42.20000000000001 13 12972 240ac48df9dc 99 436
1812934624 17449 16.7 42.4 22 12961 240ac48df9dc 99 449
1813934656 17451 16.4 41.6 17 12963 240ac48df9dc 99 444
1814934754 17452 16.4 41.70000000000001 22 12959 240ac48df9dc 99 455
1815934676 17444 16.3 42.1 25 12959 240ac48df9dc 99 453
1816934790 17446 16.1 42.60000000000001 21 12955 240ac48df9dc 99 449
1817934662 17446 15.9 43.0 28 12951 240ac48df9dc 99 457
1818934616 17440 15.6 42.8 32 12953 240ac48df9dc 99 455
1819934742 17443 15.8 42.20000000000001 32 12956 240ac48df9dc 99 458
1820934528 17440 16.0 40.3 32 12969 240ac48df9dc 99 424
1821934556 17445 16.7 39.1 26 12978 240ac48df9dc 99 408
1822934552 17465 17.4 38.1 16 13003 240ac48df9dc 99 400
1823934556 17465 18.1 37.3 4 13008 240ac48df9dc 99 400
1824934552 17473 19.1 37.6 3 13006 240ac48df9dc 99 400
1825934568 17465 20.1 38.0 11 13003 240ac48df9dc 99 415
1826934342 17461 20.8 38.9 2 12986 240ac48df9dc 99 422
1827934769 17461 20.7 40.10000000000001 9 12978 240ac48df9dc 99 465
1828934670 17463 20.0 41.00000000000001 15 12980 240ac48df9dc 99 458
1829934369 17463 18.9 41.5 9 12979 240ac48df9dc 99 450
1830934615 17448 18.1 42.3 18 12965 240ac48df9dc 99 473
1831934690 17455 17.3 42.60000000000001 18 12964 240ac48df9dc 99 467
1832934789 17450 16.6 42.60000000000001 16 12966 240ac48df9dc 99 471
1833934284 17457 16.1 42.60000000000001 15 12970 240ac48df9dc 99 465
1834934546 17461 15.9 42.3 7 12984 240ac48df9dc 99 445
1835934507 17459 15.9 42.1 8 12986 240ac48df9dc 99 426
1836934204 17470 16.0 42.1 2 12997 240ac48df9dc 99 411
1837934466 17467 16.0 42.5 0 12999 240ac48df9dc 99 413
1838934550 17475 15.9 43.0 0 12993 240ac48df9dc 99 427
1839934487 17475 15.8 43.6 7 12984 240ac48df9dc 99 431
1840934543 17472 15.4 44.20000000000001 8 12982 240ac48df9dc 99 456
1841875603 17464 15.1 44.6 -1 12971 240ac48df9dc 99 -1
1842948554 17461 14.7 44.6 0 12960 240ac48df9dc 99 400
1843934029 17462 14.6 44.9 0 12958 240ac48df9dc 99 400
1844934655 17451 14.4 45.10000000000001 0 12958 240ac48df9dc 99 400
1845934554 17449 14.2 45.5 0 12958 240ac48df9dc 99 400
1846934328 17448 13.9 45.8 0 12960 240ac48df9dc 99 400
1847934274 17448 13.8 45.2 0 12957 240ac48df9dc 99 400
1848934456 17455 13.9 44.5 0 12975 240ac48df9dc 99 400
1849934543 17459 14.1 44.4 0 12979 240ac48df9dc 99 400
1850934531 17455 14.3 44.3 0 12976 240ac48df9dc 99 400
1851934647 17454 14.3 44.20000000000001 0 12971 240ac48df9dc 99 400
1852934535 17457 14.5 44.1 0 12966 240ac48df9dc 99 400
1853934562 17455 14.7 43.9 0 12966 240ac48df9dc 99 400
1854934543 17448 14.8 44.0 0 12960 240ac48df9dc 99 400
1855934547 17445 14.9 43.3 0 12949 240ac48df9dc 99 400
1856934543 17442 14.9 42.8 0 12953 240ac48df9dc 99 400
1857934274 17441 15.2 42.5 0 12950 240ac48df9dc 99 400
1858934456 17445 15.4 42.7 0 12960 240ac48df9dc 99 400
1859934558 17445 15.5 43.0 0 12958 240ac48df9dc 99 406
1860934369 17447 15.5 43.1 5 12958 240ac48df9dc 99 413
1861934623 17437 15.8 43.6 19 12945 240ac48df9dc 99 433
1862934638 17434 15.5 44.0 12 12939 240ac48df9dc 99 426
1863934809 17436 15.2 44.20000000000001 12 12946 240ac48df9dc 99 422
1864934619 17437 15.0 43.3 16 12952 240ac48df9dc 99 400
1865934588 17440 15.1 42.8 5 12974 240ac48df9dc 99 400
1866934535 17450 15.3 42.5 0 12985 240ac48df9dc 99 400
1867934562 17458 15.5 43.0 0 12984 240ac48df9dc 99 400
1868934491 17451 15.5 43.1 6 12981 240ac48df9dc 99 406
1869934494 17450 15.5 42.9 0 12980 240ac48df9dc 99 400
1870934604 17467 15.4 42.20000000000001 0 12990 240ac48df9dc 99 400
1871933777 17460 15.6 41.70000000000001 2 12993 240ac48df9dc 99 400
1872934543 17471 16.0 41.70000000000001 6 12992 240ac48df9dc 99 413
1873934479 17467 16.1 41.5 0 12986 240ac48df9dc 99 410
1874934466 17465 16.4 41.5 8 12982 240ac48df9dc 99 422
1875934487 17468 16.6 41.8 8 12982 240ac48df9dc 99 423
1876934275 17463 16.6 42.5 2 12974 240ac48df9dc 99 433
1877934638 17455 16.4 43.1 13 12960 240ac48df9dc 99 458
1878934622 17462 16.2 43.0 14 12958 240ac48df9dc 99 460
1879934553 17460 16.2 42.7 14 12955 240ac48df9dc 99 463
1880934610 17448 16.1 43.2 23 12953 240ac48df9dc 99 467
1881934553 17451 16.0 43.4 21 12949 240ac48df9dc 99 469
1882934796 17444 15.8 42.60000000000001 24 12964 240ac48df9dc 99 455
1883934630 17454 15.9 42.7 22 12969 240ac48df9dc 99 438
1884934478 17449 15.9 43.2 24 12964 240ac48df9dc 99 449
1885934219 17448 15.7 44.0 15 12958 240ac48df9dc 99 465
1886934545 17446 15.3 44.9 23 12954 240ac48df9dc 99 473
1887934553 17448 15.0 45.7 28 12937 240ac48df9dc 99 497
1888934610 17431 14.5 46.2 43 12916 240ac48df9dc 99 537
1889934202 17421 14.1 46.6 56 12906 240ac48df9dc 99 552
1890934455 17415 13.8 46.9 61 12906 240ac48df9dc 99 561
1891934641 17408 13.6 46.3 56 12911 240ac48df9dc 99 544
1892934549 17411 13.6 45.4 56 12930 240ac48df9dc 99 511
1893934565 17415 13.8 44.8 60 12937 240ac48df9dc 99 488
1894934614 17417 14.5 45.0 52 12941 240ac48df9dc 99 490
1895934739 17406 14.9 44.70000000000001 58 12937 240ac48df9dc 99 499
1896934573 17421 14.7 44.6 53 12947 240ac48df9dc 99 482
1897934545 17425 14.6 44.9 49 12945 240ac48df9dc 99 485
1898934549 17419 14.6 45.2 47 12947 240ac48df9dc 99 495
1899934622 17417 14.5 45.6 59 12935 240ac48df9dc 99 506
1900934542 17415 14.2 45.6 61 12931 240ac48df9dc 99 511
1901934812 17413 14.2 45.10000000000001 66 12930 240ac48df9dc 99 514
1902934618 17410 14.4 45.3 64 12925 240ac48df9dc 99 518
1903934614 17410 14.3 45.7 67 12917 240ac48df9dc 99 539
1904934545 17398 14.5 45.8 71 12906 240ac48df9dc 99 546
1905934622 17399 14.5 46.1 75 12910 240ac48df9dc 99 547
1906934610 17396 14.1 46.1 70 12915 240ac48df9dc 99 536
1907934808 17396 14.0 46.00000000000001 77 12916 240ac48df9dc 99 534
1908934728 17396 13.9 46.00000000000001 70 12922 240ac48df9dc 99 522
1909934637 17388 14.2 46.2 68 12916 240ac48df9dc 99 529
1910934549 17393 14.2 46.4 75 12916 240ac48df9dc 99 530
1911934553 17393 14.1 46.6 75 12920 240ac48df9dc 99 525
1912934630 17391 13.8 46.6 79 12908 240ac48df9dc 99 541
1913934542 17392 13.7 46.6 79 12907 240ac48df9dc 99 546
1914934654 17393 13.6 46.00000000000001 79 12908 240ac48df9dc 99 552
1915934450 17390 13.7 45.3 76 12914 240ac48df9dc 99 522
1916934450 17405 13.9 44.3 69 12930 240ac48df9dc 99 502
1917934565 17409 14.2 43.9 62 12947 240ac48df9dc 99 474
1918934534 17419 14.3 42.8 51 12963 240ac48df9dc 99 442
1919934393 17435 14.8 42.1 43 12972 240ac48df9dc 99 413
1920934549 17436 15.3 41.8 30 12982 240ac48df9dc 99 400
1921934501 17446 15.5 41.2 20 12996 240ac48df9dc 99 400
1922934660 17452 15.9 40.9 14 13009 240ac48df9dc 99 400
1923934553 17459 16.2 41.1 1 13014 240ac48df9dc 99 400
1924934542 17466 16.4 41.6 0 13008 240ac48df9dc 99 400
1925934776 17470 16.4 42.20000000000001 1 13007 240ac48df9dc 99 415
1926934549 17475 16.2 42.7 4 12996 240ac48df9dc 99 430
1927934808 17464 16.4 43.50000000000001 12 12973 240ac48df9dc 99 477
1928934617 17468 16.3 44.1 19 12959 240ac48df9dc 99 507
1929934552 17446 16.0 43.9 32 12950 240ac48df9dc 99 531
1930934605 17444 15.8 43.9 24 12952 240ac48df9dc 99 523
1931934659 17439 15.6 43.50000000000001 35 12939 240ac48df9dc 99 525
1932934548 17434 15.7 43.6 39 12944 240ac48df9dc 99 529
1933934799 17432 15.6 44.20000000000001 29 12935 240ac48df9dc 99 538
1934934468 17435 15.3 44.9 45 12932 240ac48df9dc 99 557
1935934343 17422 14.9 45.2 47 12934 240ac48df9dc 99 554
1936934540 17427 14.6 45.10000000000001 46 12939 240ac48df9dc 99 542
1937934636 17423 14.5 45.0 50 12938 240ac48df9dc 99 540
1938934609 17427 14.5 44.9 51 12934 240ac48df9dc 99 547
1939934636 17416 14.7 45.4 56 12924 240ac48df9dc 99 570
1940934259 17412 14.5 45.2 59 12910 240ac48df9dc 99 589
1941934552 17417 14.4 44.6 63 12914 240ac48df9dc 99 575
1942875548 17407 14.6 44.3 -1 12923 240ac48df9dc 99 -1
1943948532 17396 15.2 44.4 0 12914 240ac48df9dc 99 400
1944934544 17386 15.9 45.0 0 12903 240ac48df9dc 99 400
1945934552 17384 16.0 45.5 0 12895 240ac48df9dc 99 400
1946934301 17383 15.1 46.1 0 12905 240ac48df9dc 99 400
1947934488 17390 14.5 46.3 0 12912 240ac48df9dc 99 400
1948934339 17398 14.0 46.2 0 12916 240ac48df9dc 99 400
1949934476 17397 13.7 45.8 0 12910 240ac48df9dc 99 400
1950934464 17391 13.6 45.9 0 12913 240ac48df9dc 99 400
1951934326 17394 13.6 46.1 0 12906 240ac48df9dc 99 400
1952934524 17394 13.5 45.9 0 12914 240ac48df9dc 99 400
1953934089 17391 13.5 46.1 0 12912 240ac48df9dc 99 400
